depth,density_bulk
0.29389575,338.60052
0.44619423,329.26215
0.5962371,334.59454
0.7441223,339.0335
0.890296,342.6465
1.0356479,345.8007
1.1793882,348.8279
1.3214318,351.99756
1.8286921,411.75662
1.9615991,377.2527
2.0927143,381.29788
2.2227538,384.86707
2.3518035,388.08945
2.479707,391.0542
2.6067343,393.83246
2.7329776,396.5088
2.858754,399.21082
3.0537744,535.86285
3.1759071,409.89954
3.2972753,412.98477
3.417517,415.8402
3.5371025,418.46252
3.6562371,420.91705
3.7745697,423.2833
3.8923488,425.6651
4.181824,452.55215
4.296665,435.7525
4.4111695,438.22345
4.52466,440.5138
4.6378093,442.67334
4.752126,444.75885
4.8641057,446.78162
4.9755626,448.755
5.4493027,516.5536
5.7742405,462.7655
5.883329,466.1906
5.9904656,467.80322
6.167205,486.00204
6.9323745,477.13318
7.036023,483.32312
7.1392717,484.68533
7.242167,486.0195
7.3449965,487.3408
7.5382967,549.2586
7.943928,493.67343
8.261005,513.2271
8.360944,501.06277
8.460802,502.26224
8.560172,503.4227
8.659314,504.55676
8.758335,505.68604
8.93064,510.83395
9.028931,508.88605
9.127957,510.01294
9.226343,511.10315
9.323964,512.15466
9.422387,513.18475
9.520148,514.2047
9.761534,524.39026
10.605836,521.5409
10.749331,682.52466
10.846819,537.633
10.942185,528.76886
11.036604,529.65314
11.130957,530.51697
11.225057,531.366
11.319096,532.1998
11.412979,533.0231
11.508373,533.84875
11.687867,554.25714
11.781347,536.3678
11.874788,537.2018
11.967972,538.0203
12.060918,538.8213
12.1540575,539.60913
12.246833,540.3865
12.339216,541.15454
12.694734,587.42596
12.786678,545.1416
12.878272,545.8896
12.969826,546.62225
13.061321,547.34235
13.15258,548.0504
13.243738,548.7478
13.334832,549.4372
13.426092,550.1234
13.582931,666.1746
21.565416,598.52246
28.4299,611.3454
31.65903,644.04315
32.722008,647.2286
33.730225,650.8481
34.67613,653.7656
35.808426,656.3474
58.594624,702.65485
66.87444,769.3979
74.5237,812.1517
82.16968,812.4988
90.17174,852.1567
94.50588,863.76776
