depth,rhofirn
0.29403338,320.01065
0.4463634,329.24774
0.59644294,334.56308
0.7443628,338.98196
0.8905871,342.57315
1.0359914,345.70453
1.1798027,348.70847
1.321922,351.85513
1.8295653,365.14365
1.962572,377.03348
2.093783,381.05582
2.223921,384.6
2.3531535,387.79715
2.481103,390.73505
2.6082573,393.48538
2.7346394,396.13477
2.8605647,398.8109
3.0562494,404.23575
3.1786833,409.48352
3.2999396,412.5476
3.4203136,415.3792
3.540016,417.97968
3.6590743,420.4097
3.777361,422.74936
3.8953166,425.10812
4.185291,430.22253
4.3003016,435.14862
4.4149766,437.60098
4.5288396,439.87277
4.6419477,442.0105
4.7564564,444.0719
4.8686366,446.07236
4.9802923,448.02396
5.454864,454.39316
5.997057,463.61795
6.174171,469.05103
7.3547797,478.98022
7.5488586,488.3816
7.9554796,492.4869
8.273459,497.1463
8.373666,499.79196
8.473788,500.97452
8.57355,502.11813
8.672894,503.23477
8.772032,504.34558
8.944901,505.922
9.043468,507.5045
9.142776,508.61557
9.241448,509.68912
9.339359,510.72342
9.438084,511.73608
9.536149,512.73865
9.778311,514.5242
10.625304,519.9056
10.769404,524.7947
10.867091,526.16705
10.96277,527.07776
11.057648,527.9468
11.152194,528.7944
11.24661,529.6264
11.341093,530.444
11.435223,531.2505
11.530963,532.0589
11.711149,533.2928
11.8049755,534.53644
11.898763,535.35547
11.992282,536.1586
12.085572,536.9438
12.179053,537.71545
12.272181,538.47656
12.364913,539.2284
12.721713,541.21466
12.814039,543.1526
12.905967,543.8852
13.089773,544.95404
13.272859,546.3379
13.455959,547.686
13.613643,549.08813
20.458712,584.7955
26.867424,593.65106
30.52548,623.41956
31.885315,636.4101
33.510788,641.30927
34.890896,646.5149
36.191875,649.7566
57.782074,681.3527
61.38591,710.7421
68.07943,728.3251
71.79259,730.6456
75.77276,732.2729
80.03693,733.9257
84.3482,778.8935
88.96631,779.5179
93.68799,816.49316
98.7361,816.9346
104.126755,817.3725
109.63042,854.30475
115.41985,865.5206
118.45307,865.5952
121.58119,865.64575
